perovskite_formula,current_density,repetition_index,VRHE,RA,RB,t,mu,QA,Nd,XA,XB,mu_t
La0.2Sr0.8CoO3,10.0,rep7,1.738,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep8,1.749,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep9,1.75,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep10,1.698,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep11,1.667,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep12,1.664,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
SrCoO3,10.0,rep1,1.755,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep2,1.76,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep3,1.762,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep4,1.759,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep5,1.765,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep6,1.762,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep7,1.754,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep8,1.753,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep9,1.762,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep10,1.676,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep11,1.677,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,10.0,rep12,1.662,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep1,1.649,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep2,1.664,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep3,1.678,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep4,1.672,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep5,1.662,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep6,1.659,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep7,1.666,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep8,1.668,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep9,1.671,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep10,1.652,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep11,1.622,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,10.0,rep12,1.662,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
BaFeO3,10.0,rep1,1.746,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep2,1.737,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep3,1.746,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep4,1.739,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep5,1.739,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep6,1.746,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep7,1.746,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep8,1.738,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep9,1.739,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep10,1.69,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep11,1.678,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,10.0,rep12,1.964,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
LaMnO3,15.0,rep1,2.337,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep2,2.334,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep3,2.342,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep4,2.348,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep5,2.341,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep6,2.339,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep7,2.336,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep8,2.343,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep9,2.335,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep10,2.338,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep11,2.342,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,15.0,rep12,2.339,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMn0.5Ni0.5O3,15.0,rep1,1.968,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep2,1.97,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep3,1.969,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep4,1.971,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep5,1.975,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep6,1.969,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep7,1.976,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep8,1.968,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep9,1.976,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep10,1.97,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep11,1.97,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,15.0,rep12,1.975,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaNiO3,15.0,rep1,1.947,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep2,1.937,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep3,1.943,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep4,1.942,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep5,1.943,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep6,1.938,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep7,1.934,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep8,1.949,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep9,1.938,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep10,1.948,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep11,1.937,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,15.0,rep12,1.947,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaMn0.5Cu0.5O3,15.0,rep1,2.124,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep2,2.133,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep3,2.131,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep4,2.134,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep5,2.125,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep6,2.125,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep7,2.126,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep8,2.126,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep9,2.132,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep10,2.136,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep11,2.128,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,15.0,rep12,2.131,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaNi0.9Fe0.1O3,15.0,rep1,1.895,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep2,1.896,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep3,1.9,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep4,1.892,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep5,1.898,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep6,1.89,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep7,1.901,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep8,1.895,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep9,1.898,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep10,1.902,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep11,1.887,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,15.0,rep12,1.889,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.8Fe0.2O3,15.0,rep1,1.866,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep2,1.861,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep3,1.871,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep4,1.863,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep5,1.877,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep6,1.87,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep7,1.86,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep8,1.864,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep9,1.878,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep10,1.868,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep11,1.869,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,15.0,rep12,1.867,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaFeO3,15.0,rep1,1.847,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep2,1.851,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep3,1.849,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep4,1.851,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep5,1.847,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep6,1.854,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep7,1.85,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep8,1.852,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep9,1.853,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep10,1.848,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep11,1.848,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,15.0,rep12,1.849,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
La0.5Pr0.5FeO3,15.0,rep1,1.835,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep2,1.832,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep3,1.834,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep4,1.834,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep5,1.835,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep6,1.833,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep7,1.835,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep8,1.832,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep9,1.832,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep10,1.836,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep11,1.837,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,15.0,rep12,1.831,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
PrFeO3,15.0,rep1,1.85,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep2,1.849,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep3,1.85,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep4,1.852,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep5,1.85,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep6,1.852,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep7,1.85,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep8,1.853,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep9,1.852,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep10,1.853,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep11,1.851,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,15.0,rep12,1.851,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
LaCoO3,15.0,rep1,1.896,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep2,1.895,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep3,1.888,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep4,1.899,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep5,1.897,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep6,1.898,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep7,1.887,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep8,1.891,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep9,1.895,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep10,1.888,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep11,1.893,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,15.0,rep12,1.895,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
La0.5Ca0.5CoO3,15.0,rep1,1.82,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep2,1.825,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep3,1.822,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep4,1.821,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep5,1.824,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep6,1.823,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep7,1.826,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep8,1.823,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep9,1.824,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep10,1.821,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep11,1.821,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,15.0,rep12,1.821,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.8Sr0.2CoO3,15.0,rep1,1.915,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep2,1.906,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep3,1.913,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep4,1.91,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep5,1.91,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep6,1.913,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep7,1.915,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep8,1.912,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep9,1.908,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep10,1.912,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep11,1.913,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,15.0,rep12,1.915,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep1,1.84,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep2,1.84,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep3,1.843,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep4,1.857,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep5,1.853,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep6,1.85,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep7,1.846,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep8,1.859,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep9,1.859,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep10,1.841,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep11,1.852,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,15.0,rep12,1.848,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
La0.4Sr0.6CoO3,15.0,rep1,1.815,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep2,1.829,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep3,1.827,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep4,1.838,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep5,1.831,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep6,1.843,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep7,1.83,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep8,1.821,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,15.0,rep9,1.815,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
